sample_id,price
96162,6.38215
203860,18.718557
20598,21.90583
187229,3.6428266
71704,41.221275
190838,10.348721
235135,55.185776
235858,10.659743
199593,67.34532
145032,84.54979
181022,4.345774
59796,40.77468
177029,17.86129
261606,27.5475
193771,8.620174
294082,13.695498
190929,10.550805
89431,42.622166
235156,44.35131
225340,29.36887
129273,5.3344874
172668,14.667591
109500,26.090359
186350,12.683558
68038,32.226044
31763,14.720645
41720,29.789974
206618,11.60865
172690,18.284643
292208,5.0199146
273819,18.827623
243462,15.253715
222467,39.84332
195771,84.66981
280455,20.390314
42717,15.473532
108167,218.45007
149325,43.251514
23108,17.326225
213975,28.695656
211807,48.61187
216954,1.3102969
280860,11.401367
156949,197.12808
86615,5.1077137
269871,12.39692
145774,52.645947
123375,49.377155
234458,5.6574407
93601,7.019729
82740,10.047583
585,23.775743
153138,17.647247
268890,2.6305616
12259,10.322894
263044,75.438194
124328,4.124028
69112,13.494914
21188,35.987885
246496,1.0622902
196498,69.693504
224332,6.590614
96918,7.5018687
295943,8.077345
40707,13.210993
65413,7.7401056
282995,10.530837
133095,16.986956
162703,15.331155
181635,7.705211
263120,186.72635
3844,18.543642
115790,48.31756
113251,15.128004
71533,26.408005
148489,44.264526
88065,11.640984
165586,8.958542
49484,7.457486
294861,16.172342
151927,8.414085
96260,37.963173
224569,5.4501705
93633,8.343642
161841,155.58849
4587,17.361597
64108,31.419405
285222,1.8611073
152321,25.392532
72587,9.901502
76131,25.315342
241293,21.188461
23244,22.289917
35269,6.4563365
121417,11.337861
33621,5.5072694
200873,26.21222
47677,13.0415325
130261,203.02588
218381,25.603374
173929,15.955858
149574,33.768085
168096,28.769165
118282,14.678151
87015,1.7631261
14230,27.304619
82975,70.622
42344,1.2298911
242296,19.93769
111057,63.633488
136594,7.1535783
253070,10.522743
96763,5.1969633
33204,14.789171
270874,26.675943
256601,4.0881085
208413,31.364573
298683,23.388218
150326,8.610434
220519,9.555714
9857,8.5958
290547,37.92497
67868,10.63443
211946,17.25177
54814,5.169238
225051,5.791384
160216,16.604553
281718,7.973751
91925,31.214945
170581,3.8578992
145478,49.8881
271849,4.4444227
13784,344.73715
179242,142.43573
146924,105.233444
160154,2.1788752
206004,80.13279
137077,10.690775
232088,2.0869503
138573,61.711155
72899,29.043427
69429,27.90629
68563,18.828247
238751,8.005536
161463,149.73573
104111,16.097858
241769,20.84742
172917,5.757057
238606,9.103783
124573,23.607983
2595,65.479126
77740,18.481035
142206,64.608475
220175,20.999756
37564,27.566797
98411,3.9929764
48457,7.5866423
101213,15.377738
177251,10.000879
290059,58.71558
269407,12.985926
131995,8.387459
67627,18.960505
257663,12.387259
66787,30.509527
207505,55.546497
98495,17.659033
192061,38.241287
53926,16.575089
81707,15.237002
249939,3.2978098
15944,4.6822815
165256,22.494804
51295,19.206736
68267,8.399743
91451,7.2664194
2643,20.613327
172860,6.6701384
52304,10.506859
37360,29.342756
131094,151.62096
225345,25.938217
273492,1.557096
132873,55.458664
122581,24.819902
8477,15.713184
291815,108.92493
9906,16.652014
235965,36.68555
150813,31.316095
137502,11.752685
37884,8.289719
32935,8.389963
16356,23.575747
160397,11.771135
246582,13.4634
251047,114.162766
238229,10.677465
268140,29.591421
285647,11.7773485
205476,29.598577
72760,19.551281
123497,28.283945
135883,39.68946
294868,13.73948
182893,8.051098
34256,9.618033
40245,6.706313
163481,20.896698
122295,24.10536
103549,8.376402
41805,10.178528
176189,28.121054
247981,26.768967
273162,7.323731
218014,11.460405
173287,30.619589
228521,78.44545
4085,47.924583
250264,3.4299748
243175,20.772335
111173,2.1804833
28397,1.7599174
245278,9.153772
225737,41.249557
62994,23.556137
242806,60.99592
49803,12.760092
61129,27.99842
228049,35.223587
249685,39.082073
45483,14.139137
131429,14.317359
111526,11.801163
80331,11.632553
247751,7.782857
125678,20.736515
17653,14.6130705
247554,10.004631
275883,6.3319955
206589,38.962227
251032,15.915758
259755,39.134056
84440,49.2581
159961,11.173755
112877,16.41469
253382,17.337526
250983,50.237698
282664,92.77116
97341,47.21546
36515,4.532652
83147,10.6268425
192661,21.374498
152197,27.420656
72332,81.1884
118545,106.52551
262703,17.29208
198416,28.3007
71620,75.17335
244418,28.6716
224198,11.06414
99432,30.827448
186420,2.2407455
289158,16.643072
299075,1.8183955
262174,30.420017
233857,104.78108
240224,20.683641
6756,128.39172
150633,2.8530421
272890,46.30406
67600,15.0450735
35062,20.222431
288668,7.457337
279969,20.292053
138058,17.91826
110543,15.390559
134521,8.356509
188758,22.94109
34525,13.643069
81272,10.002096
80680,12.592693
144552,4.689533
7534,22.081223
93379,12.846292
114906,23.502748
282486,1.2355926
154308,14.865797
108083,5.634422
131798,31.319393
199061,10.149571
185391,18.676373
237552,23.617136
269109,11.254056
64217,17.824572
17615,4.046954
108257,20.32154
218391,27.476606
108677,6.7128363
189533,13.243808
51148,26.975567
81843,8.919814
52612,17.459742
180601,32.36638
291151,12.257723
147446,30.86399
299342,11.18367
45505,9.161193
253050,3.335916
54180,17.50907
98146,23.257051
33091,11.311498
12835,18.327602
276059,1.943712
72065,29.807861
71828,13.603626
294942,4.810672
149166,8.030227
198178,20.17038
165351,7.6761923
20252,60.0844
237631,13.181496
71004,2.913567
280509,4.694915
289924,22.63808
54746,5.9856615
176590,54.52934
38846,15.883557
194370,17.68721
177458,15.857513
66525,9.180445
67988,13.115753
32466,10.376841
38063,9.52656
53939,23.365463
30198,40.550514
232255,9.1377325
108071,30.17971
191326,40.614002
297511,15.826662
113972,35.8401
296502,36.83145
32107,24.683504
164098,4.35591
192778,30.92889
30013,5.1202364
197109,29.80239
191931,3.8502986
199065,16.196655
235818,8.392968
204768,6.018649
219877,50.480354
127940,14.981502
204244,54.955147
150236,7.6440077
192756,14.215571
126326,11.295458
51976,35.536568
90862,32.576923
209828,30.186075
265703,33.485058
292515,85.2679
213828,22.906239
278903,13.215228
58531,14.311608
13995,5.5507116
208619,19.60888
22631,24.71626
57620,77.67189
24744,13.253031
293147,12.700984
142405,47.692394
241784,29.325523
134121,8.76297
153927,60.910572
74538,39.822067
171555,19.72284
276092,5.7771177
18849,52.64569
177283,63.46623
118811,20.049145
143713,22.160599
123583,15.766549
70883,3.9895813
159299,4.631955
100,23.272753
40128,11.471527
185633,60.92885
92987,8.188634
54133,41.8028
181961,7.8509355
115533,23.92704
31238,7.0515704
293072,3.210738
296357,27.282257
290944,26.595335
232184,5.1602664
95223,18.743958
6067,36.855038
102264,41.34293
90041,44.80466
90616,9.529577
62663,16.648006
48305,14.228397
220246,6.164599
112759,44.951187
162741,37.46747
212595,53.22799
281378,6.1109014
294187,1.8186741
24375,4.6995335
217378,7.337004
236052,20.22274
22340,12.88778
38836,6.503152
111996,22.163635
296349,8.703796
78659,13.088741
166750,16.811132
181280,5.5736237
77402,6.96213
84240,13.824553
88957,12.610471
6917,3.3300688
17551,6.8702087
197490,19.07009
225904,6.420727
42862,12.254101
101377,276.70206
54696,12.897084
96298,13.836182
174007,5.6076555
125763,14.7924385
178461,2.5773344
135641,31.339981
61107,15.131254
268057,10.2169695
138586,32.774746
226417,31.096138
66135,67.58946
132622,8.686832
147831,66.95407
146885,44.715744
36446,36.044907
59507,118.51519
291266,10.74638
59032,8.094553
212230,29.684666
28134,2.28151
109823,27.650297
278006,17.08843
70225,73.09061
179951,9.592033
204742,11.253682
31700,5.8648005
263696,15.789234
107748,9.98227
54177,40.860374
103713,22.706104
252849,26.684206
12584,57.161846
208075,2.8921528
2908,7.3771706
265635,4.155777
232851,49.298523
47534,7.507745
116116,31.46867
295695,4.1105785
231017,15.955745
168527,13.544161
150335,10.899183
169818,6.930359
129882,20.264267
64693,9.434189
201247,20.66468
206710,9.956137
35852,2.2529383
66557,16.022156
270879,37.76766
98390,12.591919
134361,7.887374
221624,156.69867
270028,5.0949078
265893,2.2407951
220059,222.96558
32841,15.347357
128188,34.739586
193657,5.585336
55555,22.717548
159073,34.55598
247278,2.677009
210903,8.120688
196686,27.97469
193876,6.4582496
108395,14.50961
277014,16.642088
268519,20.227194
224617,16.341541
298159,16.520718
25635,29.156635
109882,14.874484
270257,15.828552
126196,25.891642
18378,13.959725
295107,6.5710754
218450,16.862816
149391,25.926582
267166,8.838749
54508,16.145939
168959,6.68002
119411,18.348621
80409,9.318827
91737,6.8058
188998,17.800634
103642,37.800106
233233,8.701221
63970,4.386888
93980,13.474056
143005,36.91591
2109,75.66846
277665,53.016098
256184,2.8402636
285066,19.294714
156971,167.03033
261957,21.116043
168263,29.670622
99515,31.784111
126749,1.8938767
227782,48.27179
166618,60.716362
39951,2.3300917
257848,5.2970443
108150,17.955996
200530,58.580536
297760,32.800323
62432,12.836068
256205,21.854004
170972,2.1830878
281533,13.0348215
273034,6.946956
134965,15.064342
287158,20.587875
129771,27.794144
125804,19.093666
260441,20.152792
103079,5.445374
104291,20.824753
92654,10.711034
63907,32.446312
141737,15.14275
91965,37.21825
186422,2.549827
208110,28.093086
150732,19.990852
177490,4.212263
25248,48.501244
105702,18.440454
125023,3.9323275
238925,5.734803
25272,48.317192
114246,55.939938
221673,52.896114
126294,10.640888
81752,10.941456
142107,93.301254
53451,13.2016945
66905,13.14154
3427,8.004244
76962,5.847483
288495,6.3702636
30669,18.651
120053,7.26319
99805,7.18382
110607,41.749092
105933,12.416971
10890,12.923563
203610,21.89198
59194,30.748173
252812,31.691938
204655,7.3341146
83686,12.031913
97682,27.638346
297431,4.649758
243788,35.969627
229366,16.526274
142987,46.96838
169795,12.575881
186398,13.424105
49005,16.646593
230152,9.522435
220700,6.7011538
187447,11.909514
171027,12.878082
268837,4.2599225
260436,11.362642
78469,13.878796
187518,3.8655014
94427,4.0415516
7978,8.942325
238128,9.7016535
176944,7.6512012
261059,13.967681
143866,98.509026
141597,8.403594
113784,6.7976675
162718,5.0195684
15235,74.20818
168739,4.7969713
29198,32.604057
172392,17.236889
140857,25.36865
232539,31.467981
200770,20.640068
95206,19.68593
21225,57.36538
165923,20.147219
286031,8.584307
123402,23.418076
141345,28.760777
185235,11.5169525
149059,42.82438
126256,9.556564
55783,165.8907
10149,21.714333
23157,21.265142
62986,81.52106
83341,8.902924
211693,16.092976
270827,54.08633
92432,12.602266
222635,5.654969
1697,83.27336
31580,14.39994
258898,5.2248044
21527,13.218286
50846,31.332241
156214,17.984726
76180,3.0216775
78263,43.691017
121612,26.804628
207258,64.0795
130277,227.96933
14924,14.662915
10881,8.567793
235096,44.865913
292225,6.7428613
95527,180.97128
14258,19.413471
108941,17.720999
235808,48.985878
225930,21.184252
177018,5.96793
159079,15.937539
178963,10.917246
51085,30.32816
212100,3.8072402
160711,5.1109157
75286,12.568354
286053,13.579097
152792,13.587418
70066,10.266675
159387,19.66596
10572,4.3894186
220281,14.857121
106708,21.040947
203718,26.70338
185346,9.947838
219491,8.513073
281638,4.491495
79927,15.19271
213410,21.243792
112120,31.055965
48286,24.096682
148933,5.957229
66895,17.03981
182996,5.6845737
14150,47.58793
11061,38.889473
273229,2.653032
211317,24.544712
231288,11.442721
77503,9.962026
273639,3.3901534
150509,27.053894
77546,25.725548
18828,27.928848
191665,4.3201585
91317,11.222316
279237,7.8785844
8579,15.095165
58640,27.960083
201927,39.749767
208477,14.406421
246076,25.253414
8845,4.1519175
261725,4.144271
142778,53.649696
218490,59.67459
233234,19.043129
245731,37.0952
44727,4.757306
80256,12.434676
32469,10.352818
102725,17.441187
105769,34.903255
31581,11.542341
189690,21.196033
42953,56.39596
273979,10.808548
183110,17.10865
262975,16.084755
135559,14.106856
144351,48.82903
156961,110.07912
78202,23.087736
5839,19.03323
98816,73.56991
167014,70.71277
19528,44.3189
188562,12.444466
163994,10.0667515
205167,10.415905
159055,8.324112
24339,2.5400357
246105,29.367609
259530,11.127464
240687,40.002842
114356,20.181437
46411,75.307274
259424,3.4914863
55130,8.874057
270067,5.3317595
42354,12.260874
55257,52.3327
268795,19.146961
203007,24.355183
82346,8.469097
171973,1.6993501
253670,4.514183
91929,41.96302
107945,36.75049
88463,8.582378
249589,13.482278
144291,37.636703
193784,68.43773
241171,20.316357
10026,1.955578
116696,32.75706
160409,19.477646
122791,4.787718
18520,21.414618
13879,7.882618
108740,13.311077
135218,6.9685087
52274,41.061752
229017,17.568686
93398,2.5906925
203053,11.509878
193750,16.409986
252485,14.7391
66717,16.441221
96895,12.657165
106272,1.913358
232218,39.270782
19384,63.237133
116893,25.547224
94264,20.471771
117901,73.89115
478,7.866616
124898,50.73499
138891,13.168082
218022,4.08958
295673,24.976547
41419,11.251398
111707,21.76661
164308,27.649006
102693,4.4814467
141165,25.111345
129284,3.920985
227998,16.110672
127882,33.99126
3329,20.267563
144976,61.063118
38810,7.748578
107415,36.666553
42496,9.084322
250788,17.406946
209778,15.898872
209136,11.396091
81425,1.2468538
96085,26.548431
167970,13.445415
78824,5.3310647
158275,13.042664
251270,31.29249
107409,57.127853
180559,3.3605385
199297,3.973299
71013,21.043222
104377,16.421185
299076,11.73505
52017,5.61795
185939,13.9598255
24224,20.794292
45119,13.976634
88307,18.107422
12908,13.806118
102792,23.072006
232971,71.6749
119791,39.472282
67478,7.01053
233932,6.240302
205940,3.409768
34137,23.974926
91420,21.133596
230500,5.4673476
99710,16.47948
235133,50.57083
277213,7.9173775
19400,56.214333
237456,14.348575
121658,32.904633
277650,6.6599064
72039,229.49286
71798,34.530888
182421,8.569995
115809,17.689295
181534,11.949866
278074,10.193692
221153,12.145038
34217,13.137215
76530,39.28393
99918,4.1884804
195304,75.46769
121675,20.413414
6391,10.321865
74840,27.99193
144601,7.3787904
39779,1.9069463
110498,86.98675
58544,8.805318
245826,32.693058
32038,23.411896
290287,15.78558
138206,5.558756
254594,59.185654
88596,4.8069563
30663,21.653618
26006,95.699066
145548,32.95295
148101,17.285696
141848,13.122617
6906,86.878654
279520,20.22523
192534,9.496279
11945,2.700655
259340,12.494453
61497,13.964337
220790,16.823248
277751,13.6771965
229576,15.544068
116966,22.794712
204069,30.955849
126551,15.911859
295654,8.446642
270357,17.722351
18148,57.31411
232214,6.7835493
162939,19.486832
12546,27.314837
251774,17.366755
11133,37.64495
84116,11.643105
246757,9.631707
122786,24.833763
115689,20.722692
49148,19.025045
274677,7.629474
102435,5.5511093
273393,16.858599
263331,7.0476575
195072,8.403879
142437,21.980246
293080,23.353006
163937,6.0572295
111016,16.049776
171733,8.904288
1756,44.052635
77414,44.891212
173275,19.733335
205642,7.911169
52045,9.803588
155623,24.32608
91604,5.3065214
8252,118.7022
28345,18.707315
203742,16.731117
293998,9.607492
140772,30.807505
142390,67.84275
280907,67.47793
145442,17.635096
62879,14.210552
90372,1.8016174
36505,2.704488
18625,7.975692
202358,20.122368
108642,62.81944
291391,35.162956
183424,41.07692
266503,12.208816
141135,16.577147
185316,10.187953
207405,17.26148
119435,22.494385
77520,4.548863
288397,24.064123
246351,29.515823
207538,30.762945
21280,22.50031
93999,16.56875
250001,25.459997
2574,57.894264
259032,4.4965777
60773,13.843365
66704,8.675568
100337,4.2598767
29923,18.39608
37393,3.7608812
228449,30.806929
35480,20.670576
85156,18.071611
207757,19.665207
230304,17.28146
244204,48.707344
285882,10.253354
260548,20.896896
286264,34.955475
77844,20.191921
40401,2.4975753
168487,15.92885
15528,17.759047
48602,4.1133537
89330,21.35146
4253,6.476493
213784,15.82929
289599,17.510887
126466,27.700233
246566,4.8345547
206510,34.222694
33044,2.6121802
97658,17.62639
136494,5.2014127
108725,17.272095
33210,22.980652
114556,8.364967
14022,77.84054
158290,10.150265
108276,17.135473
212604,55.558983
153881,11.904585
39523,33.807266
101103,4.227363
148740,87.24389
288474,27.74802
131804,7.9991183
210826,9.081808
273838,15.0518
257052,6.7505965
178150,4.776916
123792,7.348214
284610,7.432248
193682,8.851741
149079,15.262529
2371,50.034386
163451,47.99579
203425,16.967604
292779,11.274887
284785,8.203793
236665,43.881233
127883,8.978111
96069,22.44095
49916,20.623533
251923,8.460971
270851,42.676865
98612,7.3021116
18020,29.522131
162210,2.159961
275984,13.327553
124489,17.669271
124677,47.47857
203442,31.721296
194657,9.888
293709,20.09252
246040,32.04692
274872,8.422019
135539,12.958859
153064,17.523134
91856,16.73628
198319,110.699554
93973,13.04907
29983,9.13542
260808,32.483692
190142,19.94449
22826,9.21024
53138,12.654684
256530,3.6926396
107397,29.394194
68306,22.510252
248745,24.625042
24589,7.554096
183503,16.412485
264658,14.987348
73369,38.173733
244074,15.3839445
117186,30.622055
47478,12.251566
179839,169.28348
188053,9.692325
247206,34.69332
43765,19.260563
278895,25.781393
130185,71.81208
267839,16.80355
3623,97.95715
175954,6.9538536
115079,20.656784
118883,23.06223
238712,6.215504
63586,9.057665
211835,30.772245
97336,3.9272928
185621,11.112276
97058,5.4106627
157656,53.339554
157002,198.54895
267838,33.933144
194177,11.008922
113708,17.026382
148282,37.468773
34321,114.20138
96243,64.90117
59654,21.250666
222004,4.3410935
127064,23.75552
289706,7.110347
18006,63.09871
257516,14.440082
81683,8.131039
258893,19.150024
66471,34.229076
140803,19.351551
14277,16.505585
44684,6.04912
180021,1.3137498
258645,5.6498995
49587,6.6647825
289863,10.852637
159364,27.813854
51612,24.83032
205411,7.640369
12943,15.789702
129987,7.547694
96188,8.010622
122802,4.981162
257025,16.351856
72636,7.259997
162215,4.741189
152772,5.643243
179939,4.278472
138399,60.692585
249543,8.899335
249020,33.87124
122833,6.9071836
271412,35.14565
124835,191.22014
154566,12.803419
121405,11.042846
101455,15.4630995
233564,28.873234
95316,7.2613363
270442,12.105927
285998,37.528637
228115,51.12673
279862,86.93314
255208,27.674858
153190,3.7249177
48820,42.968384
90531,5.219946
287905,23.69286
191101,3.970008
39897,10.830266
73248,2.79642
248766,5.621377
200685,31.838518
298279,14.325023
243019,12.257052
269130,5.9096866
145566,60.425587
275614,7.780709
118424,27.741201
249258,16.449497
173346,1.7781514
63315,13.941218
